combinations,questions,avg_rating,quest_comb_id,model
"(35, 21, 2)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,1,14,21
"(35, 21, 3)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,0,15,21
"(35, 21, 4)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,1,16,21
"(35, 21, 5)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,3,17,21
"(36, 19, 0)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,18,21
"(36, 19, 1)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,19,21
"(36, 19, 2)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; Is there anyone else we need to talk to about this problem?,3,20,21
"(36, 19, 3)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; What is the main threat to your wellbeing in hopeful?,1,21,21
"(36, 19, 4)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; Why have you scored yourself so low in this hopeful?,4,22,21
"(36, 19, 5)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,4,23,21
"(36, 20, 0)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,24,21
"(36, 20, 1)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,25,21
"(36, 20, 2)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; Is there anyone else we need to talk to about this problem?,0,26,21
"(36, 20, 3)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; What is the main threat to your wellbeing in hopeful?,0,27,21
"(36, 20, 4)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; Why have you scored yourself so low in this hopeful?,1,28,21
"(36, 20, 5)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,2,29,21
"(36, 21, 0)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,0,30,21
"(36, 21, 1)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,31,21
"(36, 21, 2)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,2,32,21
"(36, 21, 3)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,3,33,21
"(36, 21, 4)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,1,34,21
"(36, 21, 5)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,1,35,21
"(37, 19, 0)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; What ideas have you got on how to improve your wellbeing in hopeful?,0,36,21
"(37, 19, 1)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,37,21
"(37, 19, 2)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; Is there anyone else we need to talk to about this problem?,3,38,21
"(37, 19, 3)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; What is the main threat to your wellbeing in hopeful?,1,39,21
"(37, 19, 4)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; Why have you scored yourself so low in this hopeful?,3,40,21
"(37, 19, 5)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,0,41,21
"(37, 20, 0)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,1,42,21
"(37, 20, 1)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,43,21
"(37, 20, 2)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; Is there anyone else we need to talk to about this problem?,3,44,21
"(37, 20, 3)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; What is the main threat to your wellbeing in hopeful?,1,45,21
"(37, 20, 4)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; Why have you scored yourself so low in this hopeful?,2,46,21
"(37, 20, 5)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,2,47,21
"(37, 21, 0)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,2,48,21
"(37, 21, 1)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,49,21
"(37, 21, 2)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,2,50,21
"(37, 21, 3)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,4,51,21
"(37, 21, 4)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,2,52,21
"(37, 21, 5)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,0,53,21
"(38, 19, 0)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; What ideas have you got on how to improve your wellbeing in hopeful?,0,54,21
"(38, 19, 1)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,55,21
"(38, 19, 2)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; Is there anyone else we need to talk to about this problem?,0,56,21
"(38, 19, 3)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; What is the main threat to your wellbeing in hopeful?,0,57,21
"(38, 19, 4)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; Why have you scored yourself so low in this hopeful?,0,58,21
"(38, 19, 5)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,2,59,21
"(38, 20, 0)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,4,60,21
"(38, 20, 1)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,61,21
"(38, 20, 2)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; Is there anyone else we need to talk to about this problem?,3,62,21
"(38, 20, 3)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; What is the main threat to your wellbeing in hopeful?,3,63,21
"(38, 20, 4)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; Why have you scored yourself so low in this hopeful?,1,64,21
"(38, 20, 5)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,4,65,21
"(38, 21, 0)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,3,66,21
"(38, 21, 1)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,67,21
"(38, 21, 2)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,3,68,21
"(38, 21, 3)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,4,69,21
"(38, 21, 4)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,3,70,21
"(38, 21, 5)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,4,71,21
"(35, 19, 6)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What can you do to improve your score in this hopeful?,3,0,22
"(35, 19, 7)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; Wha best could help you to improve in hopeful?,1,1,22
"(35, 19, 8)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,2,22
"(35, 20, 6)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What can you do to improve your score in this hopeful?,1,3,22
"(35, 20, 7)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; Wha best could help you to improve in hopeful?,1,4,22
"(35, 20, 8)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,5,22
"(35, 21, 6)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this hopeful?,3,6,22
"(35, 21, 7)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in hopeful?,3,7,22
"(35, 21, 8)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,8,22
"(36, 19, 6)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; What can you do to improve your score in this hopeful?,1,9,22
"(36, 19, 7)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; Wha best could help you to improve in hopeful?,4,10,22
"(36, 19, 8)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,11,22
"(36, 20, 6)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; What can you do to improve your score in this hopeful?,2,12,22
"(36, 20, 7)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; Wha best could help you to improve in hopeful?,2,13,22
"(36, 20, 8)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,14,22
"(36, 21, 6)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this hopeful?,0,15,22
"(36, 21, 7)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in hopeful?,1,16,22
"(36, 21, 8)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,17,22
"(37, 19, 6)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; What can you do to improve your score in this hopeful?,3,18,22
"(37, 19, 7)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; Wha best could help you to improve in hopeful?,4,19,22
"(37, 19, 8)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,20,22
"(37, 20, 6)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; What can you do to improve your score in this hopeful?,1,21,22
"(37, 20, 7)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; Wha best could help you to improve in hopeful?,4,22,22
"(37, 20, 8)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,23,22
"(37, 21, 6)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this hopeful?,3,24,22
"(37, 21, 7)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in hopeful?,3,25,22
"(37, 21, 8)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,26,22
"(38, 19, 6)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; What can you do to improve your score in this hopeful?,0,27,22
"(38, 19, 7)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; Wha best could help you to improve in hopeful?,1,28,22
"(38, 19, 8)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,29,22
"(38, 20, 6)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; What can you do to improve your score in this hopeful?,0,30,22
"(38, 20, 7)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; Wha best could help you to improve in hopeful?,4,31,22
"(38, 20, 8)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,32,22
"(38, 21, 6)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this hopeful?,3,33,22
"(38, 21, 7)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in hopeful?,1,34,22
"(38, 21, 8)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,35,22
"(35, 19, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,0,23
"(35, 19, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; How would you like me to help you maintain in hopeful?,1,1,23
"(35, 19, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; How can you maintain a high wellbeing score in hopeful?,3,2,23
"(35, 19, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; Who could best help you to maintain a high wellbeing score?,1,3,23
"(35, 20, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,4,23
"(35, 20, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; How would you like me to help you maintain in hopeful?,3,5,23
"(35, 20, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; How can you maintain a high wellbeing score in hopeful?,3,6,23
"(35, 20, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; Who could best help you to maintain a high wellbeing score?,3,7,23
"(35, 21, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,8,23
"(35, 21, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in hopeful?,1,9,23
"(35, 21, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in hopeful?,4,10,23
"(35, 21, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?,1,11,23
"(36, 19, 9)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,12,23
"(36, 19, 10)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; How would you like me to help you maintain in hopeful?,2,13,23
"(36, 19, 11)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; How can you maintain a high wellbeing score in hopeful?,1,14,23
"(36, 19, 12)",How would you like me to help you maintain in coping?; What can you do to improve your score in this happy?; Who could best help you to maintain a high wellbeing score?,0,15,23
"(36, 20, 9)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,16,23
"(36, 20, 10)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; How would you like me to help you maintain in hopeful?,3,17,23
"(36, 20, 11)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; How can you maintain a high wellbeing score in hopeful?,3,18,23
"(36, 20, 12)",How would you like me to help you maintain in coping?; Wha best could help you to improve in happy?; Who could best help you to maintain a high wellbeing score?,4,19,23
"(36, 21, 9)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,20,23
"(36, 21, 10)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in hopeful?,1,21,23
"(36, 21, 11)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in hopeful?,4,22,23
"(36, 21, 12)",How would you like me to help you maintain in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?,4,23,23
"(37, 19, 9)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,24,23
"(37, 19, 10)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; How would you like me to help you maintain in hopeful?,3,25,23
"(37, 19, 11)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; How can you maintain a high wellbeing score in hopeful?,0,26,23
"(37, 19, 12)",How can you maintain a high wellbeing score in coping?; What can you do to improve your score in this happy?; Who could best help you to maintain a high wellbeing score?,0,27,23
"(37, 20, 9)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,28,23
"(37, 20, 10)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; How would you like me to help you maintain in hopeful?,2,29,23
"(37, 20, 11)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; How can you maintain a high wellbeing score in hopeful?,0,30,23
"(37, 20, 12)",How can you maintain a high wellbeing score in coping?; Wha best could help you to improve in happy?; Who could best help you to maintain a high wellbeing score?,4,31,23
"(37, 21, 9)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,32,23
"(37, 21, 10)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in hopeful?,3,33,23
"(37, 21, 11)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in hopeful?,1,34,23
"(37, 21, 12)",How can you maintain a high wellbeing score in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?,1,35,23
"(38, 19, 9)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,36,23
"(38, 19, 10)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; How would you like me to help you maintain in hopeful?,3,37,23
"(38, 19, 11)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; How can you maintain a high wellbeing score in hopeful?,3,38,23
"(38, 19, 12)",Who could best help you to maintain a high wellbeing score?; What can you do to improve your score in this happy?; Who could best help you to maintain a high wellbeing score?,1,39,23
"(38, 20, 9)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,40,23
"(38, 20, 10)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; How would you like me to help you maintain in hopeful?,0,41,23
"(38, 20, 11)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; How can you maintain a high wellbeing score in hopeful?,1,42,23
"(38, 20, 12)",Who could best help you to maintain a high wellbeing score?; Wha best could help you to improve in happy?; Who could best help you to maintain a high wellbeing score?,0,43,23
"(38, 21, 9)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,44,23
"(38, 21, 10)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in hopeful?,1,45,23
"(38, 21, 11)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in hopeful?,2,46,23
"(38, 21, 12)",Who could best help you to maintain a high wellbeing score?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?,2,47,23
"(35, 22, 0)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,3,0,24
"(35, 22, 1)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,1,24
"(35, 22, 2)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,3,2,24
"(35, 22, 3)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,1,3,24
"(35, 22, 4)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,1,4,24
"(35, 22, 5)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,3,5,24
"(35, 23, 0)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,6,24
"(35, 23, 1)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,7,24
"(35, 23, 2)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in happy?; Is there anyone else we need to talk to about this problem?,4,8,24
"(35, 23, 3)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in happy?; What is the main threat to your wellbeing in hopeful?,1,9,24
"(35, 23, 4)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in happy?; Why have you scored yourself so low in this hopeful?,4,10,24
